result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,division,result_norm,u1,u2,r1,r2,reach_diff,reach_gap,longer_is_p1,p1_won,longer_won,pair_key
W,Kurt Pellegrino,Fabricio Camoes,http://ufcstats.com/fighter-details/aa1952ec0b3dd8e1,http://ufcstats.com/fighter-details/7abe471b61725980,Lightweight Bout,Submission,2,4:20,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,Batman,Morango,2010-03-27,"Newark, New Jersey, USA",http://ufcstats.com/event-details/c80095f6092271a7,0,0.0,,,,9 of 13,7 of 16,,,,36 of 45,35 of 46,,,,0 of 0,1 of 1,,,,1,1.0,,,,1,0.0,,,,3:03,3:44,,,,0,0.0,,,,5 of 7,3 of 4,,,,16 of 18,3 of 4,,,,1 of 2,0 of 3,,,,2,0.0,,,,0,0.0,,,,1:40,0:00,,,,9 of 13,7 of 15,,,,0 of 0,0 of 0,,,,0 of 0,0 of 1,,,,0 of 1,0 of 3,,,,0 of 0,2 of 4,,,,9 of 12,5 of 9,,,,4 of 6,2 of 3,,,,1 of 1,0 of 0,,,,0 of 0,1 of 1,,,,0 of 1,3 of 4,,,,4 of 4,0 of 0,,,,1 of 2,0 of 0,,,,Lightweight,W,http://ufcstats.com/fighter-details/aa1952ec0b3dd8e1,http://ufcstats.com/fighter-details/7abe471b61725980,70.0,71.0,-1.0,1.0,False,True,False,http://ufcstats.com/fighter-details/7abe471b61725980|http://ufcstats.com/fighter-details/aa1952ec0b3dd8e1
W,Jim Miller,Mark Bocek,http://ufcstats.com/fighter-details/d1941565abf50b16,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Carlos Rodriguez 28 - 29. Jon Bilyk 28 - 29. Cardo Urso 28 - 29.,A-10,--,2010-03-27,"Newark, New Jersey, USA",http://ufcstats.com/event-details/c80095f6092271a7,0,0.0,0.0,,,9 of 26,2 of 6,12 of 35,,,19 of 36,6 of 13,17 of 40,,,0 of 0,0 of 0,1 of 2,,,2,1.0,0.0,,,1,0.0,0.0,,,1:07,0:00,0:30,,,0,0.0,0.0,,,7 of 13,3 of 11,7 of 21,,,14 of 20,24 of 33,14 of 28,,,1 of 2,1 of 1,2 of 5,,,0,1.0,0.0,,,0,0.0,0.0,,,3:04,4:41,2:06,,,4 of 20,1 of 5,7 of 29,,,4 of 5,0 of 0,1 of 2,,,1 of 1,1 of 1,4 of 4,,,3 of 13,2 of 6,9 of 31,,,3 of 6,0 of 0,3 of 4,,,3 of 7,0 of 0,0 of 0,,,2 of 7,3 of 11,2 of 16,,,5 of 6,0 of 0,2 of 2,,,0 of 0,0 of 0,3 of 3,,,3 of 9,0 of 4,3 of 16,,,4 of 4,0 of 0,4 of 5,,,0 of 0,3 of 7,0 of 0,,,Lightweight,W,http://ufcstats.com/fighter-details/d1941565abf50b16,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce,71.0,75.0,-4.0,4.0,False,True,False,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce|http://ufcstats.com/fighter-details/d1941565abf50b16
W,Rob Emerson,Phillipe Nover,http://ufcstats.com/fighter-details/dc0f07928009a127,http://ufcstats.com/fighter-details/64360e618823a8e4,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 28 - 29. Tony Weeks 28 - 29. Nelson Hamilton 28 - 29.,The Saint,The Filipino Assassin,2010-02-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/15edcf67ccf5be84,0,0.0,0.0,,,4 of 6,17 of 30,5 of 17,,,10 of 14,25 of 40,5 of 17,,,3 of 3,2 of 2,2 of 6,,,0,0.0,0.0,,,0,0.0,0.0,,,3:48,3:23,1:57,,,0,0.0,0.0,,,4 of 10,5 of 14,10 of 24,,,9 of 16,11 of 20,16 of 30,,,0 of 0,0 of 1,0 of 0,,,1,0.0,1.0,,,1,0.0,0.0,,,0:40,0:04,0:37,,,1 of 3,7 of 19,1 of 10,,,2 of 2,6 of 6,0 of 1,,,1 of 1,4 of 5,4 of 6,,,1 of 3,5 of 11,2 of 12,,,2 of 2,2 of 2,3 of 5,,,1 of 1,10 of 17,0 of 0,,,1 of 6,2 of 8,4 of 17,,,2 of 2,1 of 4,5 of 5,,,1 of 2,2 of 2,1 of 2,,,1 of 4,5 of 14,6 of 17,,,3 of 3,0 of 0,4 of 4,,,0 of 3,0 of 0,0 of 3,,,Lightweight,W,http://ufcstats.com/fighter-details/dc0f07928009a127,http://ufcstats.com/fighter-details/64360e618823a8e4,70.0,72.0,-2.0,2.0,False,True,False,http://ufcstats.com/fighter-details/64360e618823a8e4|http://ufcstats.com/fighter-details/dc0f07928009a127
W,Phil Davis,Brian Stann,http://ufcstats.com/fighter-details/902ab9197b83d0db,http://ufcstats.com/fighter-details/579fcdfcabd23a7b,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Lester Griffin 27 - 30. Glenn Trowbridge 26 - 30. Patricia Morse-Jarman 26 - 30.,Mr. Wonderful,All American,2010-02-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/15edcf67ccf5be84,0,0.0,0.0,,,17 of 44,21 of 41,10 of 18,,,25 of 53,48 of 74,31 of 42,,,1 of 2,1 of 1,1 of 1,,,0,0.0,1.0,,,0,0.0,0.0,,,2:26,4:05,4:14,,,0,0.0,0.0,,,4 of 15,1 of 7,0 of 5,,,4 of 15,1 of 7,0 of 5,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,10 of 33,8 of 22,8 of 16,,,6 of 8,13 of 16,2 of 2,,,1 of 3,0 of 3,0 of 0,,,1 of 20,2 of 9,2 of 4,,,4 of 5,0 of 0,0 of 0,,,12 of 19,19 of 32,8 of 14,,,0 of 9,0 of 5,0 of 5,,,1 of 1,1 of 2,0 of 0,,,3 of 5,0 of 0,0 of 0,,,3 of 14,1 of 7,0 of 5,,,1 of 1,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Light Heavyweight,W,http://ufcstats.com/fighter-details/902ab9197b83d0db,http://ufcstats.com/fighter-details/579fcdfcabd23a7b,79.0,74.0,5.0,5.0,True,True,True,http://ufcstats.com/fighter-details/579fcdfcabd23a7b|http://ufcstats.com/fighter-details/902ab9197b83d0db
W,Mac Danzig,Justin Buchholz,http://ufcstats.com/fighter-details/86f582852a5b240a,http://ufcstats.com/fighter-details/231926533134ec1f,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 28 - 29. Glenn Trowbridge 28 - 29. Lester Griffin 28 - 29.,--,--,2010-02-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/15edcf67ccf5be84,0,0.0,0.0,,,26 of 58,13 of 29,23 of 39,,,34 of 67,47 of 69,65 of 83,,,0 of 1,1 of 2,2 of 3,,,0,0.0,0.0,,,0,1.0,0.0,,,0:24,2:37,1:45,,,0,0.0,0.0,,,17 of 80,6 of 22,7 of 28,,,19 of 82,8 of 25,9 of 34,,,0 of 0,0 of 0,0 of 0,,,0,1.0,0.0,,,0,1.0,0.0,,,0:10,0:56,1:18,,,17 of 48,9 of 24,19 of 33,,,4 of 5,2 of 3,3 of 5,,,5 of 5,2 of 2,1 of 1,,,22 of 49,7 of 19,16 of 29,,,4 of 9,0 of 0,0 of 3,,,0 of 0,6 of 10,7 of 7,,,13 of 72,5 of 21,6 of 27,,,1 of 4,0 of 0,1 of 1,,,3 of 4,1 of 1,0 of 0,,,11 of 66,3 of 15,6 of 22,,,6 of 14,0 of 0,1 of 3,,,0 of 0,3 of 7,0 of 3,,,Lightweight,W,http://ufcstats.com/fighter-details/86f582852a5b240a,http://ufcstats.com/fighter-details/231926533134ec1f,70.0,73.0,-3.0,3.0,False,True,False,http://ufcstats.com/fighter-details/231926533134ec1f|http://ufcstats.com/fighter-details/86f582852a5b240a
W,Paulo Thiago,Mike Swick,http://ufcstats.com/fighter-details/30a09e43f15f1d75,http://ufcstats.com/fighter-details/9fe85152f351e737,Welterweight Bout,Submission,2,1:54,3 Rnd (5-5-5),Herb Dean,"D'Arce Choke From Half Guard
      Technical Submission",--,Quick,2010-02-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/15edcf67ccf5be84,0,1.0,,,,5 of 16,4 of 9,,,,6 of 17,5 of 10,,,,0 of 0,0 of 0,,,,0,1.0,,,,0,0.0,,,,0:00,0:15,,,,0,0.0,,,,4 of 41,3 of 20,,,,17 of 54,3 of 20,,,,1 of 1,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:30,0:00,,,,3 of 14,2 of 6,,,,0 of 0,1 of 2,,,,2 of 2,1 of 1,,,,5 of 16,4 of 8,,,,0 of 0,0 of 0,,,,0 of 0,0 of 1,,,,1 of 34,2 of 17,,,,0 of 0,0 of 0,,,,3 of 7,1 of 3,,,,4 of 40,3 of 20,,,,0 of 0,0 of 0,,,,0 of 1,0 of 0,,,,Welterweight,W,http://ufcstats.com/fighter-details/30a09e43f15f1d75,http://ufcstats.com/fighter-details/9fe85152f351e737,74.0,77.0,-3.0,3.0,False,True,False,http://ufcstats.com/fighter-details/30a09e43f15f1d75|http://ufcstats.com/fighter-details/9fe85152f351e737
W,Demian Maia,Dan Miller,http://ufcstats.com/fighter-details/427b5953ac8e3a27,http://ufcstats.com/fighter-details/d0c29452d3272603,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Adalaide Byrd 27 - 30. Lester Griffin 28 - 29. Doug Crosby 28 - 29.,--,--,2010-02-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/15edcf67ccf5be84,0,0.0,0.0,,,12 of 28,15 of 38,3 of 11,,,17 of 33,15 of 38,35 of 51,,,2 of 3,0 of 0,2 of 4,,,0,0.0,0.0,,,0,0.0,0.0,,,1:18,0:00,3:58,,,0,0.0,0.0,,,6 of 32,10 of 46,4 of 17,,,6 of 32,10 of 46,9 of 22,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:11,,,6 of 20,14 of 37,2 of 9,,,4 of 6,1 of 1,1 of 2,,,2 of 2,0 of 0,0 of 0,,,5 of 17,15 of 38,0 of 6,,,7 of 11,0 of 0,1 of 1,,,0 of 0,0 of 0,2 of 4,,,1 of 22,2 of 28,3 of 14,,,2 of 6,2 of 11,1 of 3,,,3 of 4,6 of 7,0 of 0,,,4 of 29,10 of 46,1 of 8,,,2 of 3,0 of 0,0 of 2,,,0 of 0,0 of 0,3 of 7,,,Middleweight,W,http://ufcstats.com/fighter-details/427b5953ac8e3a27,http://ufcstats.com/fighter-details/d0c29452d3272603,72.0,74.0,-2.0,2.0,False,True,False,http://ufcstats.com/fighter-details/427b5953ac8e3a27|http://ufcstats.com/fighter-details/d0c29452d3272603
W,Matt Serra,Frank Trigg,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d,Welterweight Bout,KO/TKO,1,2:23,3 Rnd (5-5-5),Josh Rosenthal,Punch to Head At Distance,The Terra,Twinkle Toes,2010-02-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/15edcf67ccf5be84,1,,,,,12 of 36,,,,,12 of 36,,,,,0 of 0,,,,,0,,,,,0,,,,,0:03,,,,,0,,,,,6 of 21,,,,,6 of 21,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,7 of 25,,,,,3 of 9,,,,,2 of 2,,,,,8 of 32,,,,,0 of 0,,,,,4 of 4,,,,,6 of 21,,,,,0 of 0,,,,,0 of 0,,,,,6 of 21,,,,,0 of 0,,,,,0 of 0,,,,,Welterweight,W,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d,68.0,71.0,-3.0,3.0,False,True,False,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7|http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d
W,Chael Sonnen,Nate Marquardt,http://ufcstats.com/fighter-details/48d1f690b763934c,http://ufcstats.com/fighter-details/a8e6a69796280f17,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Tony Weeks 27 - 30. Lester Griffin 27 - 30. Doug Crosby 27 - 30.,--,The Great,2010-02-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/15edcf67ccf5be84,0,0.0,0.0,,,25 of 34,10 of 16,4 of 6,,,87 of 103,85 of 99,42 of 56,,,2 of 2,2 of 2,2 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,4:22,4:53,3:46,,,0,0.0,0.0,,,5 of 11,2 of 6,4 of 7,,,7 of 13,12 of 16,18 of 21,,,0 of 0,0 of 0,0 of 1,,,1,0.0,1.0,,,0,0.0,1.0,,,0:00,0:00,0:57,,,20 of 29,9 of 14,2 of 4,,,2 of 2,0 of 1,0 of 0,,,3 of 3,1 of 1,2 of 2,,,4 of 8,1 of 1,1 of 1,,,3 of 5,0 of 1,1 of 1,,,18 of 21,9 of 14,2 of 4,,,2 of 7,2 of 6,3 of 6,,,3 of 4,0 of 0,1 of 1,,,0 of 0,0 of 0,0 of 0,,,4 of 9,0 of 2,2 of 3,,,1 of 2,0 of 0,0 of 1,,,0 of 0,2 of 4,2 of 3,,,Middleweight,W,http://ufcstats.com/fighter-details/48d1f690b763934c,http://ufcstats.com/fighter-details/a8e6a69796280f17,73.0,74.0,-1.0,1.0,False,True,False,http://ufcstats.com/fighter-details/48d1f690b763934c|http://ufcstats.com/fighter-details/a8e6a69796280f17
W,Brian Stann,Rodney Wallace,http://ufcstats.com/fighter-details/579fcdfcabd23a7b,http://ufcstats.com/fighter-details/b9415726dc3ec526,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Tony Weeks 27 - 30. Dave Hagen 28 - 29. Cecil Peoples 28 - 29.,All American,Shonuff the Master,2009-12-05,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/91d73ee59347ac16,0,0.0,0.0,,,11 of 21,7 of 13,18 of 33,,,15 of 25,46 of 54,39 of 55,,,0 of 0,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:18,3:20,1:03,,,0,0.0,0.0,,,6 of 18,0 of 2,9 of 15,,,19 of 33,4 of 7,13 of 22,,,5 of 6,1 of 3,1 of 6,,,0,2.0,0.0,,,0,0.0,0.0,,,2:32,0:49,2:38,,,4 of 12,5 of 11,6 of 19,,,2 of 4,1 of 1,3 of 5,,,5 of 5,1 of 1,9 of 9,,,5 of 13,0 of 1,6 of 16,,,6 of 8,1 of 1,12 of 17,,,0 of 0,6 of 11,0 of 0,,,4 of 14,0 of 2,5 of 11,,,2 of 4,0 of 0,4 of 4,,,0 of 0,0 of 0,0 of 0,,,3 of 11,0 of 2,3 of 6,,,1 of 4,0 of 0,4 of 7,,,2 of 3,0 of 0,2 of 2,,,Light Heavyweight,W,http://ufcstats.com/fighter-details/579fcdfcabd23a7b,http://ufcstats.com/fighter-details/b9415726dc3ec526,74.0,72.0,2.0,2.0,True,True,True,http://ufcstats.com/fighter-details/579fcdfcabd23a7b|http://ufcstats.com/fighter-details/b9415726dc3ec526
W,Matt Hamill,Jon Jones,http://ufcstats.com/fighter-details/98b80a717b9bda17,http://ufcstats.com/fighter-details/07f72a2a7591b409,Light Heavyweight Bout,DQ,1,4:14,3 Rnd (5-5-5),Steve Mazzagatti,Illegal Elbows by Jones,The Hammer,Bones,2009-12-05,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/91d73ee59347ac16,0,,,,,5 of 17,,,,,7 of 19,,,,,0 of 1,,,,,0,,,,,0,,,,,0:00,,,,,0,,,,,44 of 88,,,,,55 of 106,,,,,1 of 1,,,,,0,,,,,0,,,,,1:24,,,,,2 of 11,,,,,0 of 0,,,,,3 of 6,,,,,5 of 17,,,,,0 of 0,,,,,0 of 0,,,,,33 of 76,,,,,7 of 8,,,,,4 of 4,,,,,9 of 25,,,,,2 of 2,,,,,33 of 61,,,,,Light Heavyweight,W,http://ufcstats.com/fighter-details/98b80a717b9bda17,http://ufcstats.com/fighter-details/07f72a2a7591b409,76.0,84.0,-8.0,8.0,False,True,False,http://ufcstats.com/fighter-details/07f72a2a7591b409|http://ufcstats.com/fighter-details/98b80a717b9bda17
W,Rafael Dos Anjos,Kyle Bradley,http://ufcstats.com/fighter-details/6a2f7c151031653d,http://ufcstats.com/fighter-details/a6959da32f0e6b5d,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rick McCoy,Doug Crosby 27 - 30. Cardo Urso 27 - 30. Clark Walters 27 - 30.,--,--,2010-01-11,"Fairfax, Virginia, USA",http://ufcstats.com/event-details/58bc81376286b3d3,0,0.0,0.0,,,15 of 46,13 of 39,14 of 27,,,31 of 62,35 of 70,33 of 51,,,1 of 1,2 of 3,2 of 4,,,0,1.0,1.0,,,0,0.0,0.0,,,1:18,3:14,3:45,,,0,0.0,0.0,,,11 of 28,7 of 19,3 of 6,,,11 of 28,16 of 28,4 of 8,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:05,0:19,,,13 of 39,12 of 37,12 of 24,,,0 of 0,1 of 1,0 of 1,,,2 of 7,0 of 1,2 of 2,,,8 of 33,4 of 18,3 of 7,,,2 of 2,0 of 0,0 of 0,,,5 of 11,9 of 21,11 of 20,,,0 of 16,3 of 14,1 of 3,,,5 of 6,2 of 3,2 of 2,,,6 of 6,2 of 2,0 of 1,,,11 of 27,7 of 19,1 of 3,,,0 of 1,0 of 0,2 of 2,,,0 of 0,0 of 0,0 of 1,,,Lightweight,W,http://ufcstats.com/fighter-details/6a2f7c151031653d,http://ufcstats.com/fighter-details/a6959da32f0e6b5d,70.0,71.0,-1.0,1.0,False,True,False,http://ufcstats.com/fighter-details/6a2f7c151031653d|http://ufcstats.com/fighter-details/a6959da32f0e6b5d
W,Gerald Harris,John Salter,http://ufcstats.com/fighter-details/c4b81cdecd5d6abe,http://ufcstats.com/fighter-details/010986ee359fb863,Middleweight Bout,KO/TKO,3,3:24,3 Rnd (5-5-5),Todd McGovern,Punches to Head From Half Guard,--,--,2010-01-11,"Fairfax, Virginia, USA",http://ufcstats.com/event-details/58bc81376286b3d3,0,0.0,0.0,,,5 of 18,8 of 35,8 of 28,,,5 of 18,19 of 46,10 of 32,,,0 of 1,0 of 0,1 of 1,,,0,0.0,0.0,,,0,0.0,1.0,,,0:00,0:21,1:51,,,0,0.0,0.0,,,3 of 32,4 of 36,0 of 4,,,24 of 55,4 of 36,1 of 7,,,0 of 1,0 of 2,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:55,0:06,0:27,,,4 of 15,7 of 33,8 of 28,,,0 of 2,1 of 2,0 of 0,,,1 of 1,0 of 0,0 of 0,,,4 of 17,8 of 35,1 of 10,,,1 of 1,0 of 0,0 of 0,,,0 of 0,0 of 0,7 of 18,,,3 of 32,4 of 36,0 of 4,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,3 of 30,4 of 36,0 of 4,,,0 of 2,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Middleweight,W,http://ufcstats.com/fighter-details/c4b81cdecd5d6abe,http://ufcstats.com/fighter-details/010986ee359fb863,77.0,74.0,3.0,3.0,True,True,True,http://ufcstats.com/fighter-details/010986ee359fb863|http://ufcstats.com/fighter-details/c4b81cdecd5d6abe
W,Nick Catone,Jesse Forbes,http://ufcstats.com/fighter-details/f8fe2053d73d7bcf,http://ufcstats.com/fighter-details/947eccadb72f4f6f,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Rick McCoy,Sal D'amato 28 - 29. Clark Walters 29 - 28. Doug Crosby 28 - 29.,The Jersey Devil,Kid Hercules,2010-01-11,"Fairfax, Virginia, USA",http://ufcstats.com/event-details/58bc81376286b3d3,0,0.0,0.0,,,12 of 35,13 of 37,7 of 31,,,14 of 37,19 of 43,32 of 60,,,0 of 3,0 of 1,2 of 5,,,0,0.0,0.0,,,0,0.0,0.0,,,0:06,0:00,1:32,,,0,0.0,0.0,,,12 of 61,11 of 50,9 of 49,,,14 of 63,12 of 51,14 of 54,,,0 of 0,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:16,0:33,0:19,,,7 of 27,6 of 30,2 of 26,,,1 of 3,7 of 7,1 of 1,,,4 of 5,0 of 0,4 of 4,,,8 of 28,10 of 30,1 of 19,,,4 of 7,3 of 7,5 of 10,,,0 of 0,0 of 0,1 of 2,,,7 of 55,6 of 45,5 of 41,,,5 of 6,5 of 5,4 of 8,,,0 of 0,0 of 0,0 of 0,,,6 of 51,5 of 42,3 of 34,,,6 of 10,6 of 8,6 of 15,,,0 of 0,0 of 0,0 of 0,,,Middleweight,W,http://ufcstats.com/fighter-details/f8fe2053d73d7bcf,http://ufcstats.com/fighter-details/947eccadb72f4f6f,72.0,75.0,-3.0,3.0,False,True,False,http://ufcstats.com/fighter-details/947eccadb72f4f6f|http://ufcstats.com/fighter-details/f8fe2053d73d7bcf
W,Rick Story,Jesse Lennox,http://ufcstats.com/fighter-details/5b5307450405abf0,http://ufcstats.com/fighter-details/3ae10ac4df3df05c,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Jeff Blatnick 27 - 30. Eric Colon 29 - 28. Cardo Urso 27 - 30.,The Horror,The Ox,2010-01-11,"Fairfax, Virginia, USA",http://ufcstats.com/event-details/58bc81376286b3d3,0,0.0,0.0,,,21 of 69,19 of 66,7 of 37,,,23 of 71,23 of 70,21 of 51,,,0 of 0,1 of 2,1 of 1,,,0,0.0,1.0,,,0,0.0,1.0,,,0:16,1:28,2:39,,,0,0.0,0.0,,,8 of 58,10 of 45,4 of 25,,,8 of 58,10 of 45,6 of 27,,,0 of 1,0 of 0,1 of 1,,,0,0.0,1.0,,,0,0.0,0.0,,,0:21,0:00,0:42,,,10 of 56,17 of 63,4 of 34,,,7 of 9,2 of 3,3 of 3,,,4 of 4,0 of 0,0 of 0,,,14 of 59,18 of 61,4 of 32,,,7 of 10,0 of 0,0 of 0,,,0 of 0,1 of 5,3 of 5,,,4 of 49,7 of 40,2 of 23,,,3 of 7,2 of 3,2 of 2,,,1 of 2,1 of 2,0 of 0,,,7 of 56,10 of 45,4 of 25,,,1 of 2,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Welterweight,W,http://ufcstats.com/fighter-details/5b5307450405abf0,http://ufcstats.com/fighter-details/3ae10ac4df3df05c,71.0,72.0,-1.0,1.0,False,True,False,http://ufcstats.com/fighter-details/3ae10ac4df3df05c|http://ufcstats.com/fighter-details/5b5307450405abf0
W,Amir Sadollah,Brad Blackburn,http://ufcstats.com/fighter-details/2650e2f846a30f64,http://ufcstats.com/fighter-details/7e69a4b0961aa555,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Eric Colon 27 - 30. Doug Crosby 27 - 30. Cardo Urso 27 - 30.,--,Bad Brad,2010-01-11,"Fairfax, Virginia, USA",http://ufcstats.com/event-details/58bc81376286b3d3,0,0.0,0.0,,,35 of 71,30 of 58,22 of 33,,,35 of 72,34 of 62,26 of 37,,,1 of 1,0 of 0,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:29,0:00,4:34,,,0,0.0,0.0,,,20 of 74,17 of 68,0 of 8,,,27 of 81,39 of 90,1 of 9,,,0 of 0,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:26,2:02,0:00,,,17 of 48,8 of 32,15 of 26,,,11 of 14,13 of 17,5 of 5,,,7 of 9,9 of 9,2 of 2,,,30 of 57,23 of 48,4 of 7,,,4 of 13,7 of 10,1 of 2,,,1 of 1,0 of 0,17 of 24,,,9 of 59,10 of 54,0 of 7,,,4 of 7,3 of 9,0 of 1,,,7 of 8,4 of 5,0 of 0,,,19 of 70,12 of 57,0 of 8,,,1 of 4,5 of 11,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Welterweight,W,http://ufcstats.com/fighter-details/2650e2f846a30f64,http://ufcstats.com/fighter-details/7e69a4b0961aa555,75.0,73.0,2.0,2.0,True,True,True,http://ufcstats.com/fighter-details/2650e2f846a30f64|http://ufcstats.com/fighter-details/7e69a4b0961aa555
