result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,division,result_norm,h1,h2,height_diff,height_gap,taller_is_p1,p1_won,taller_won,shorter_won,pair_key,market_prob,favorite_decimal_odds,market_fav_won,market_fav_taller,american_odds
L,Shinsho Anzai,Jake Matthews,http://ufcstats.com/fighter-details/4665f9f909cd7214,http://ufcstats.com/fighter-details/a845f0735bc67405,Welterweight Bout,Submission,1,2:44,3 Rnd (5-5-5),Leon Roberts,"Rear Naked Choke
      Technical Submission",Animal,The Celtic Kid,2018-06-23,"Kallang, Singapore",http://ufcstats.com/event-details/ac5f67109accb482,0,,,,,1 of 5,,,,,6 of 13,,,,,0 of 1,,,,,0,,,,,0,,,,,0:56,,,,,0,,,,,12 of 19,,,,,18 of 25,,,,,1 of 1,,,,,1,,,,,0,,,,,1:00,,,,,0 of 4,,,,,1 of 1,,,,,0 of 0,,,,,0 of 4,,,,,1 of 1,,,,,0 of 0,,,,,9 of 16,,,,,3 of 3,,,,,0 of 0,,,,,5 of 8,,,,,5 of 8,,,,,2 of 3,,,,,Welterweight,L,67.0,71.0,-4.0,4.0,False,False,True,False,http://ufcstats.com/fighter-details/4665f9f909cd7214|http://ufcstats.com/fighter-details/a845f0735bc67405,0.825,1.1666666666666667,True,True,-599.9999999999998
W,Kevin Holland,John Phillips,http://ufcstats.com/fighter-details/3a46b268013afede,http://ufcstats.com/fighter-details/e9ac7bfb65c25497,Middleweight Bout,Submission,3,4:05,3 Rnd (5-5-5),Peter Hickmott,Rear Naked Choke,Trailblazer,The Welsh Wrecking Machine,2018-11-24,"Beijing, China",http://ufcstats.com/event-details/de25520d54eab12d,0,0.0,0.0,,,60 of 90,49 of 79,14 of 18,,,60 of 90,50 of 80,54 of 66,,,1 of 1,0 of 1,4 of 4,,,0,0.0,2.0,,,0,0.0,0.0,,,0:03,0:00,3:19,,,0,0.0,0.0,,,12 of 44,38 of 102,1 of 8,,,13 of 45,39 of 103,1 of 8,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,1.0,,,0:03,0:23,0:23,,,31 of 56,30 of 54,13 of 17,,,20 of 25,12 of 16,1 of 1,,,9 of 9,7 of 9,0 of 0,,,51 of 80,44 of 73,0 of 0,,,6 of 6,5 of 6,0 of 0,,,3 of 4,0 of 0,14 of 18,,,2 of 26,18 of 74,1 of 8,,,3 of 8,13 of 21,0 of 0,,,7 of 10,7 of 7,0 of 0,,,11 of 40,32 of 90,0 of 2,,,1 of 4,6 of 12,0 of 0,,,0 of 0,0 of 0,1 of 6,,,Middleweight,W,75.0,71.0,4.0,4.0,True,True,True,False,http://ufcstats.com/fighter-details/3a46b268013afede|http://ufcstats.com/fighter-details/e9ac7bfb65c25497,0.8233260786070925,1.1694915254237288,True,True,-590.0
L,Devin Clark,Aleksandar Rakic,http://ufcstats.com/fighter-details/cc7040fe76f0ef91,http://ufcstats.com/fighter-details/333b9e5c723ac873,Light Heavyweight Bout,KO/TKO,1,4:05,3 Rnd (5-5-5),Brian Beauchamp,Spinning Back Fist Head,Brown Bear,--,2018-12-08,"Toronto, Ontario, Canada",http://ufcstats.com/event-details/2a74bbba57058f12,1,,,,,19 of 31,,,,,24 of 36,,,,,0 of 2,,,,,0,,,,,0,,,,,0:50,,,,,1,,,,,31 of 45,,,,,33 of 47,,,,,0 of 1,,,,,0,,,,,0,,,,,1:06,,,,,15 of 26,,,,,0 of 1,,,,,4 of 4,,,,,3 of 13,,,,,9 of 10,,,,,7 of 8,,,,,12 of 24,,,,,10 of 10,,,,,9 of 11,,,,,11 of 19,,,,,10 of 10,,,,,10 of 16,,,,,Light Heavyweight,L,72.0,76.0,-4.0,4.0,False,False,True,False,http://ufcstats.com/fighter-details/333b9e5c723ac873|http://ufcstats.com/fighter-details/cc7040fe76f0ef91,0.8198682618631536,1.1754385964912282,True,True,-569.9999999999997
L,Polyana Viana,Hannah Cifers,http://ufcstats.com/fighter-details/9673a497a9da119a,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,Tony Weeks 28 - 29. Ron McCarthy 28 - 29. Dave Hagen 29 - 28.,Dama de Ferro,Shockwave,2019-03-02,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2d5fbe2103f97053,0,0.0,0.0,,,17 of 45,15 of 27,45 of 102,,,17 of 46,63 of 88,45 of 102,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,1,0.0,0.0,,,17 of 48,7 of 23,43 of 84,,,22 of 55,26 of 43,43 of 84,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:53,3:38,0:07,,,3 of 27,8 of 19,18 of 68,,,8 of 12,4 of 5,16 of 22,,,6 of 6,3 of 3,11 of 12,,,17 of 45,11 of 23,37 of 94,,,0 of 0,0 of 0,8 of 8,,,0 of 0,4 of 4,0 of 0,,,6 of 28,2 of 13,13 of 42,,,5 of 9,3 of 6,23 of 33,,,6 of 11,2 of 4,7 of 9,,,13 of 40,6 of 22,35 of 76,,,0 of 0,0 of 0,8 of 8,,,4 of 8,1 of 1,0 of 0,,,Women's Strawweight,L,65.0,61.0,4.0,4.0,True,False,False,True,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b|http://ufcstats.com/fighter-details/9673a497a9da119a,0.7147147147147147,1.3571428571428572,False,True,-279.99999999999994
W,Luis Pena,Steven Peterson,http://ufcstats.com/fighter-details/2844b047183a1adb,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Tony Weeks 27 - 30. Sal D'amato 27 - 30. Brian Puccillo 27 - 30.,Violent Bob Ross,Ocho,2019-03-23,"Nashville, Tennessee, USA",http://ufcstats.com/event-details/487c170da059857d,0,0.0,0.0,,,16 of 29,23 of 57,13 of 26,,,21 of 34,26 of 60,19 of 33,,,0 of 1,0 of 0,1 of 2,,,0,0.0,0.0,,,1,0.0,1.0,,,2:14,0:22,2:12,,,0,0.0,0.0,,,13 of 31,14 of 41,7 of 13,,,21 of 40,20 of 47,16 of 22,,,1 of 3,3 of 3,0 of 2,,,0,0.0,1.0,,,0,0.0,0.0,,,1:19,2:28,1:22,,,13 of 26,19 of 52,11 of 24,,,3 of 3,4 of 5,2 of 2,,,0 of 0,0 of 0,0 of 0,,,7 of 16,20 of 46,9 of 21,,,7 of 11,3 of 11,2 of 2,,,2 of 2,0 of 0,2 of 3,,,2 of 18,8 of 34,5 of 11,,,5 of 7,3 of 4,1 of 1,,,6 of 6,3 of 3,1 of 1,,,10 of 25,11 of 38,6 of 12,,,3 of 6,3 of 3,1 of 1,,,0 of 0,0 of 0,0 of 0,,,Featherweight,W,75.0,70.0,5.0,5.0,True,True,True,False,http://ufcstats.com/fighter-details/2844b047183a1adb|http://ufcstats.com/fighter-details/b93c06d09d1c4ac0,0.6636481241914618,1.4444444444444444,True,True,-225.0
L,Gina Mazany,Macy Chiasson,http://ufcstats.com/fighter-details/016a8d958883167c,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,Women's Bantamweight Bout,KO/TKO,1,1:49,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,Danger,--,2019-03-02,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2d5fbe2103f97053,0,,,,,14 of 25,,,,,24 of 36,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,1,,,,,25 of 49,,,,,25 of 49,,,,,0 of 0,,,,,0,,,,,0,,,,,0:27,,,,,6 of 16,,,,,6 of 7,,,,,2 of 2,,,,,13 of 24,,,,,1 of 1,,,,,0 of 0,,,,,15 of 37,,,,,9 of 11,,,,,1 of 1,,,,,18 of 41,,,,,3 of 3,,,,,4 of 5,,,,,Women's Bantamweight,L,66.0,71.0,-5.0,5.0,False,False,True,False,http://ufcstats.com/fighter-details/016a8d958883167c|http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,0.8122418325197146,1.1904761904761905,True,True,-525.0
W,Diego Sanchez,Mickey Gall,http://ufcstats.com/fighter-details/82e7929bf6c2b689,http://ufcstats.com/fighter-details/9e50097a89442158,Welterweight Bout,KO/TKO,2,4:13,3 Rnd (5-5-5),Marc Goddard,Punches to Head From Back Control,Nightmare,--,2019-03-02,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2d5fbe2103f97053,0,0.0,,,,15 of 31,41 of 56,,,,19 of 35,42 of 57,,,,3 of 3,1 of 1,,,,0,0.0,,,,0,0.0,,,,3:07,2:50,,,,0,0.0,,,,16 of 43,7 of 22,,,,28 of 58,7 of 22,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:16,0:03,,,,5 of 18,32 of 45,,,,5 of 8,8 of 10,,,,5 of 5,1 of 1,,,,3 of 18,4 of 10,,,,8 of 9,2 of 2,,,,4 of 4,35 of 44,,,,12 of 37,7 of 22,,,,2 of 3,0 of 0,,,,2 of 3,0 of 0,,,,4 of 25,4 of 19,,,,9 of 14,0 of 0,,,,3 of 4,3 of 3,,,,Welterweight,W,70.0,74.0,-4.0,4.0,False,True,False,True,http://ufcstats.com/fighter-details/82e7929bf6c2b689|http://ufcstats.com/fighter-details/9e50097a89442158,0.6792452830188679,1.4166666666666667,False,True,-239.99999999999997
L,Jeremy Stephens,Zabit Magomedsharipov,http://ufcstats.com/fighter-details/18968f97ad34f15c,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29. Derek Cleary 28 - 29. Tony Weeks 28 - 29.,Lil' Heathen,--,2019-03-02,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2d5fbe2103f97053,0,0.0,0.0,,,10 of 26,6 of 25,25 of 70,,,10 of 26,10 of 29,25 of 70,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:01,,,0,0.0,0.0,,,16 of 31,26 of 41,28 of 57,,,16 of 31,39 of 58,28 of 57,,,0 of 0,3 of 5,0 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,2:35,0:02,,,2 of 14,3 of 21,15 of 57,,,3 of 5,1 of 1,7 of 10,,,5 of 7,2 of 3,3 of 3,,,10 of 26,6 of 25,25 of 70,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,6 of 19,18 of 30,19 of 46,,,4 of 5,4 of 6,4 of 6,,,6 of 7,4 of 5,5 of 5,,,16 of 31,17 of 30,27 of 56,,,0 of 0,0 of 0,1 of 1,,,0 of 0,9 of 11,0 of 0,,,Featherweight,L,69.0,73.0,-4.0,4.0,False,False,True,False,http://ufcstats.com/fighter-details/18968f97ad34f15c|http://ufcstats.com/fighter-details/87aa9fb63d6b51a1,0.7328244274809159,1.3125,True,True,-320.0
L,John Dodson,Petr Yan,http://ufcstats.com/fighter-details/99506df1af6c8b3b,http://ufcstats.com/fighter-details/d661ce4da776fc20,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,Andreas Gruner 27 - 30. Cezary Wojciechowski 27 - 30. Zdenek Ledvina 27 - 30.,The Magician,No Mercy,2019-02-23,"Prague, Czech Republic",http://ufcstats.com/event-details/6546af7ab545b90c,0,1.0,0.0,,,11 of 27,15 of 38,4 of 16,,,11 of 27,20 of 43,4 of 16,,,1 of 3,0 of 1,1 of 4,,,0,0.0,0.0,,,0,0.0,0.0,,,0:16,0:11,0:10,,,0,0.0,0.0,,,18 of 43,32 of 61,30 of 51,,,18 of 43,34 of 64,50 of 73,,,0 of 1,0 of 0,2 of 4,,,0,0.0,0.0,,,0,0.0,0.0,,,0:12,0:05,1:12,,,6 of 20,9 of 31,3 of 14,,,5 of 7,3 of 3,0 of 1,,,0 of 0,3 of 4,1 of 1,,,8 of 24,13 of 33,4 of 16,,,3 of 3,1 of 4,0 of 0,,,0 of 0,1 of 1,0 of 0,,,10 of 32,23 of 51,28 of 48,,,6 of 8,8 of 9,2 of 3,,,2 of 3,1 of 1,0 of 0,,,16 of 41,24 of 51,21 of 42,,,2 of 2,8 of 10,5 of 5,,,0 of 0,0 of 0,4 of 4,,,Bantamweight,L,63.0,67.0,-4.0,4.0,False,False,True,False,http://ufcstats.com/fighter-details/99506df1af6c8b3b|http://ufcstats.com/fighter-details/d661ce4da776fc20,0.7023445463812437,1.3773584905660377,True,True,-265.00000000000006
W,Roosevelt Roberts,Darrell Horcher,http://ufcstats.com/fighter-details/37c5366d18ed6c05,http://ufcstats.com/fighter-details/18e8b7070228e728,Lightweight Bout,Submission,1,4:50,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke Standing,The Predator,The Saint,2018-11-30,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/c7ac79839e86ce33,0,,,,,16 of 35,,,,,23 of 42,,,,,0 of 0,,,,,1,,,,,0,,,,,0:05,,,,,0,,,,,10 of 33,,,,,19 of 43,,,,,0 of 1,,,,,0,,,,,0,,,,,0:56,,,,,10 of 28,,,,,4 of 5,,,,,2 of 2,,,,,15 of 33,,,,,1 of 2,,,,,0 of 0,,,,,5 of 25,,,,,5 of 7,,,,,0 of 1,,,,,8 of 31,,,,,2 of 2,,,,,0 of 0,,,,,Lightweight,W,74.0,70.0,4.0,4.0,True,True,True,False,http://ufcstats.com/fighter-details/18e8b7070228e728|http://ufcstats.com/fighter-details/37c5366d18ed6c05,0.745958429561201,1.2941176470588236,True,True,-339.99999999999994
L,Rafael Dos Anjos,Kamaru Usman,http://ufcstats.com/fighter-details/6a2f7c151031653d,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,Junichiro Kamijo 43 - 50. Dave Hagen 45 - 49. Chris Lee 47 - 48.,--,The Nigerian Nightmare,2018-11-30,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/c7ac79839e86ce33,0,0.0,0.0,0.0,0.0,13 of 21,16 of 22,20 of 42,6 of 19,7 of 8,19 of 27,28 of 36,21 of 43,7 of 21,9 of 11,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0:00,0:00,0:21,0:00,0:00,0,0.0,0.0,0.0,0.0,13 of 27,17 of 32,25 of 45,41 of 68,34 of 51,32 of 48,43 of 61,37 of 58,46 of 75,69 of 92,2 of 4,1 of 2,4 of 5,3 of 3,2 of 4,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3:31,3:56,2:57,3:32,4:31,7 of 15,3 of 8,10 of 31,4 of 17,3 of 3,3 of 3,8 of 8,5 of 5,0 of 0,3 of 4,3 of 3,5 of 6,5 of 6,2 of 2,1 of 1,7 of 15,7 of 11,13 of 35,6 of 19,2 of 3,5 of 5,8 of 10,5 of 5,0 of 0,4 of 4,1 of 1,1 of 1,2 of 2,0 of 0,1 of 1,8 of 22,10 of 23,19 of 37,32 of 59,26 of 42,5 of 5,5 of 7,6 of 8,6 of 6,7 of 8,0 of 0,2 of 2,0 of 0,3 of 3,1 of 1,5 of 17,3 of 16,15 of 30,18 of 35,7 of 13,4 of 6,12 of 14,6 of 11,2 of 2,9 of 10,4 of 4,2 of 2,4 of 4,21 of 31,18 of 28,Welterweight,L,68.0,72.0,-4.0,4.0,False,False,True,False,http://ufcstats.com/fighter-details/6a2f7c151031653d|http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,0.7395517867958813,1.303030303030303,True,True,-330.00000000000006
W,Maycee Barber,Hannah Cifers,http://ufcstats.com/fighter-details/6a740daf1b279661,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b,Women's Strawweight Bout,KO/TKO,2,2:01,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head From Half Guard,The Future,Shockwave,2018-11-10,"Denver, Colorado, USA",http://ufcstats.com/event-details/42c96a9c4802e2e1,0,0.0,,,,34 of 48,34 of 49,,,,43 of 57,35 of 50,,,,0 of 4,1 of 1,,,,0,0.0,,,,0,0.0,,,,2:16,1:17,,,,0,0.0,,,,35 of 55,6 of 14,,,,52 of 72,8 of 16,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:28,0:00,,,,21 of 34,25 of 39,,,,9 of 10,7 of 8,,,,4 of 4,2 of 2,,,,13 of 25,7 of 13,,,,21 of 23,4 of 4,,,,0 of 0,23 of 32,,,,9 of 26,1 of 6,,,,17 of 19,2 of 5,,,,9 of 10,3 of 3,,,,12 of 28,5 of 13,,,,23 of 27,1 of 1,,,,0 of 0,0 of 0,,,,Women's Strawweight,W,65.0,61.0,4.0,4.0,True,True,True,False,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b|http://ufcstats.com/fighter-details/6a740daf1b279661,0.7966101694915254,1.2127659574468086,True,True,-469.99999999999983
L,Domingo Pilarte,Felipe Colares,http://ufcstats.com/fighter-details/4bf6b225ff6099c4,http://ufcstats.com/fighter-details/dbac0a413af64bbe,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Frank Collazo,Marcelo Vilhena 28 - 29. Jennie Cardenas 29 - 28. Gino Garcia 28 - 29.,Son of Fire,Cabocao,2019-07-20,"San Antonio, Texas, USA",http://ufcstats.com/event-details/9e0f28d1f639ad73,0,0.0,0.0,,,4 of 8,7 of 10,0 of 3,,,35 of 44,24 of 28,10 of 17,,,0 of 0,1 of 2,1 of 3,,,0,1.0,0.0,,,0,1.0,0.0,,,0:02,1:47,4:21,,,0,0.0,0.0,,,14 of 22,6 of 16,3 of 4,,,35 of 48,15 of 25,42 of 59,,,1 of 3,1 of 5,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,4:08,2:30,0:00,,,1 of 5,4 of 5,0 of 2,,,2 of 2,2 of 4,0 of 0,,,1 of 1,1 of 1,0 of 1,,,3 of 6,2 of 5,0 of 3,,,1 of 2,5 of 5,0 of 0,,,0 of 0,0 of 0,0 of 0,,,10 of 16,4 of 13,1 of 2,,,4 of 6,1 of 2,1 of 1,,,0 of 0,1 of 1,1 of 1,,,3 of 5,3 of 5,3 of 4,,,6 of 12,1 of 2,0 of 0,,,5 of 5,2 of 9,0 of 0,,,Bantamweight,L,72.0,68.0,4.0,4.0,True,False,False,True,http://ufcstats.com/fighter-details/4bf6b225ff6099c4|http://ufcstats.com/fighter-details/dbac0a413af64bbe,0.7727272727272727,1.25,False,True,-400.0
W,Ricardo Ramos,Journey Newson,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,http://ufcstats.com/fighter-details/78f485f851891d68,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Travis Metteer,Nick Vogel 27 - 30. Nick Palmer 27 - 30. Derek Cleary 27 - 30.,--,--,2019-06-29,"Minneapolis, Minnesota, USA",http://ufcstats.com/event-details/c0c1bc0766df4c00,0,0.0,0.0,,,9 of 39,17 of 47,14 of 34,,,10 of 40,17 of 47,21 of 42,,,1 of 1,0 of 0,2 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:46,0:00,2:00,,,0,0.0,0.0,,,10 of 36,17 of 59,11 of 28,,,12 of 39,17 of 59,12 of 29,,,0 of 1,0 of 0,0 of 0,,,0,0.0,1.0,,,0,0.0,0.0,,,0:10,0:00,0:00,,,2 of 25,11 of 39,10 of 26,,,2 of 6,3 of 4,3 of 7,,,5 of 8,3 of 4,1 of 1,,,8 of 38,17 of 47,12 of 32,,,1 of 1,0 of 0,0 of 0,,,0 of 0,0 of 0,2 of 2,,,0 of 22,5 of 38,4 of 20,,,3 of 7,4 of 8,2 of 3,,,7 of 7,8 of 13,5 of 5,,,9 of 35,17 of 59,11 of 28,,,1 of 1,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Bantamweight,W,69.0,65.0,4.0,4.0,True,True,True,False,http://ufcstats.com/fighter-details/1ae8f3c723aacff4|http://ufcstats.com/fighter-details/78f485f851891d68,0.7666504618376278,1.263157894736842,True,True,-380.0000000000001
L,Roosevelt Roberts,Vinc Pichel,http://ufcstats.com/fighter-details/37c5366d18ed6c05,http://ufcstats.com/fighter-details/c77a953488e5607d,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Travis Metteer,Chris Lee 28 - 29. Derek Cleary 28 - 29. Nick Vogel 28 - 29.,The Predator,From Hell,2019-06-29,"Minneapolis, Minnesota, USA",http://ufcstats.com/event-details/c0c1bc0766df4c00,0,0.0,0.0,,,17 of 43,10 of 30,4 of 14,,,17 of 43,13 of 33,4 of 14,,,1 of 2,1 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,1:25,1:02,0:08,,,0,0.0,0.0,,,18 of 29,21 of 37,21 of 35,,,22 of 33,29 of 45,30 of 44,,,0 of 1,1 of 2,2 of 3,,,0,0.0,1.0,,,0,1.0,0.0,,,0:47,1:36,3:38,,,10 of 35,8 of 27,4 of 13,,,4 of 4,2 of 3,0 of 1,,,3 of 4,0 of 0,0 of 0,,,13 of 38,9 of 29,4 of 13,,,4 of 5,1 of 1,0 of 0,,,0 of 0,0 of 0,0 of 1,,,3 of 10,8 of 18,18 of 27,,,7 of 10,7 of 10,2 of 6,,,8 of 9,6 of 9,1 of 2,,,9 of 20,12 of 23,5 of 19,,,9 of 9,3 of 5,2 of 2,,,0 of 0,6 of 9,14 of 14,,,Lightweight,L,74.0,70.0,4.0,4.0,True,False,False,True,http://ufcstats.com/fighter-details/37c5366d18ed6c05|http://ufcstats.com/fighter-details/c77a953488e5607d,0.6841382467383841,1.4081632653061225,False,True,-245.0
L,Matt Wiman,Luis Pena,http://ufcstats.com/fighter-details/eb29176b03dfa888,http://ufcstats.com/fighter-details/2844b047183a1adb,Lightweight Bout,KO/TKO,3,1:14,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground,--,Violent Bob Ross,2019-06-22,"Greenville, South Carolina, USA",http://ufcstats.com/event-details/b16a7e6a627e9789,0,0.0,0.0,,,8 of 14,9 of 15,7 of 13,,,10 of 16,11 of 17,7 of 13,,,1 of 2,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:09,0:05,0:00,,,0,0.0,0.0,,,35 of 65,29 of 40,23 of 43,,,38 of 68,37 of 49,23 of 43,,,0 of 0,1 of 1,0 of 0,,,0,1.0,0.0,,,1,0.0,0.0,,,3:09,4:03,0:21,,,0 of 4,2 of 8,0 of 6,,,0 of 1,2 of 2,1 of 1,,,8 of 9,5 of 5,6 of 6,,,8 of 11,9 of 12,7 of 13,,,0 of 2,0 of 0,0 of 0,,,0 of 1,0 of 3,0 of 0,,,33 of 62,29 of 40,22 of 42,,,2 of 3,0 of 0,1 of 1,,,0 of 0,0 of 0,0 of 0,,,0 of 11,8 of 14,10 of 20,,,9 of 12,0 of 0,0 of 0,,,26 of 42,21 of 26,13 of 23,,,Lightweight,L,70.0,75.0,-5.0,5.0,False,False,True,False,http://ufcstats.com/fighter-details/2844b047183a1adb|http://ufcstats.com/fighter-details/eb29176b03dfa888,0.7666504618376276,1.263157894736842,True,True,-380.0000000000001
L,Renato Moicano,Chan Sung Jung,http://ufcstats.com/fighter-details/b6452706b373eea1,http://ufcstats.com/fighter-details/c451d67c09c55418,Featherweight Bout,KO/TKO,1,0:58,5 Rnd (5-5-5-5-5),Blake Grice,Punch to Head At Distance,--,The Korean Zombie,2019-06-22,"Greenville, South Carolina, USA",http://ufcstats.com/event-details/b16a7e6a627e9789,0,,,,,0 of 3,,,,,0 of 3,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,1,,,,,16 of 24,,,,,18 of 26,,,,,0 of 0,,,,,0,,,,,0,,,,,0:26,,,,,0 of 3,,,,,0 of 0,,,,,0 of 0,,,,,0 of 3,,,,,0 of 0,,,,,0 of 0,,,,,15 of 23,,,,,0 of 0,,,,,1 of 1,,,,,3 of 6,,,,,0 of 0,,,,,13 of 18,,,,,Featherweight,L,71.0,67.0,4.0,4.0,True,False,False,True,http://ufcstats.com/fighter-details/b6452706b373eea1|http://ufcstats.com/fighter-details/c451d67c09c55418,0.6581196581196581,1.4545454545454546,False,True,-219.99999999999997
