result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,result_norm,dob1,dob2,reach1,reach2,age1,age2,p1_won,pair_key,fav_prob,fav_is_p1,fav_won,fav_dec,fav_ml,age_adv,reach_adv,profit100
W,Jaqueline Amorim,Montserrat Conejo Ruiz,http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,http://ufcstats.com/fighter-details/1235b31de15d0c6e,Women's Strawweight Bout,KO/TKO,3,3:41,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Mount,--,--,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,0.0,0.0,,,30 of 44,43 of 70,13 of 22,,,40 of 61,69 of 106,32 of 41,,,1 of 2,0 of 0,0 of 1,,,2,2.0,0.0,,,0,1.0,1.0,,,4:14,3:42,0:09,,,0,0.0,0.0,,,1 of 2,2 of 18,3 of 16,,,5 of 8,7 of 26,8 of 23,,,0 of 0,1 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:37,0:24,2:38,,,25 of 39,39 of 62,12 of 19,,,4 of 4,4 of 8,1 of 2,,,1 of 1,0 of 0,0 of 1,,,2 of 3,3 of 6,1 of 6,,,0 of 0,0 of 0,0 of 0,,,28 of 41,40 of 64,12 of 16,,,0 of 1,0 of 13,2 of 15,,,0 of 0,1 of 3,1 of 1,,,1 of 1,1 of 2,0 of 0,,,1 of 2,2 of 17,2 of 12,,,0 of 0,0 of 1,0 of 0,,,0 of 0,0 of 0,1 of 4,,,W,1995-06-24,1993-02-03,68.0,61.0,28.134732403813903,30.519449406900893,True,http://ufcstats.com/fighter-details/1235b31de15d0c6e|http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,0.6805555555555556,True,True,1.4081632653061225,-245.0,2.3847170030869904,7.0,40.816326530612244
L,Juliana Miller,Luana Santos,http://ufcstats.com/fighter-details/aa0c573da7119292,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,Women's Flyweight Bout,KO/TKO,1,3:41,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,Killer,--,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,,,,,24 of 75,,,,,25 of 77,,,,,0 of 2,,,,,0,,,,,0,,,,,0:29,,,,,0,,,,,63 of 105,,,,,64 of 106,,,,,0 of 0,,,,,0,,,,,0,,,,,0:26,,,,,15 of 61,,,,,9 of 13,,,,,0 of 1,,,,,18 of 64,,,,,6 of 11,,,,,0 of 0,,,,,44 of 82,,,,,16 of 20,,,,,3 of 3,,,,,53 of 88,,,,,10 of 17,,,,,0 of 0,,,,,L,1996-05-07,2000-04-16,66.0,67.0,27.264077975591558,23.321491885528108,False,http://ufcstats.com/fighter-details/5078e1dacf9d25f4|http://ufcstats.com/fighter-details/aa0c573da7119292,0.5720596355604639,False,True,1.6756756756756757,-148.0,3.9425860900634504,1.0,67.56756756756756
L,Josh Parisian,Martin Buday,http://ufcstats.com/fighter-details/b5da8f7d05e85a55,http://ufcstats.com/fighter-details/8eb046f83e82bf26,Heavyweight Bout,Submission,1,4:11,3 Rnd (5-5-5),Herb Dean,Kimura From Side Control,--,Badys,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,,,,,26 of 61,,,,,27 of 63,,,,,0 of 0,,,,,0,,,,,0,,,,,0:13,,,,,0,,,,,42 of 67,,,,,62 of 91,,,,,1 of 1,,,,,1,,,,,0,,,,,1:56,,,,,15 of 49,,,,,6 of 7,,,,,5 of 5,,,,,20 of 47,,,,,6 of 14,,,,,0 of 0,,,,,35 of 60,,,,,7 of 7,,,,,0 of 0,,,,,28 of 49,,,,,14 of 18,,,,,0 of 0,,,,,L,1989-06-28,1991-11-11,79.0,77.0,34.12253502809777,31.751507560045724,False,http://ufcstats.com/fighter-details/8eb046f83e82bf26|http://ufcstats.com/fighter-details/b5da8f7d05e85a55,0.6369041816941222,False,True,1.5050505050505052,-197.99999999999994,2.3710274680520484,-2.0,50.50505050505052
L,JP Buys,Marcus McGhee,http://ufcstats.com/fighter-details/0b362247806341e5,http://ufcstats.com/fighter-details/c0ac37a4a1133da9,Bantamweight Bout,KO/TKO,1,2:19,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,Young Savage,The Maniac,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,,,,,4 of 30,,,,,4 of 30,,,,,0 of 1,,,,,0,,,,,0,,,,,0:00,,,,,1,,,,,7 of 13,,,,,7 of 13,,,,,0 of 0,,,,,0,,,,,0,,,,,0:05,,,,,2 of 22,,,,,1 of 3,,,,,1 of 5,,,,,4 of 29,,,,,0 of 1,,,,,0 of 0,,,,,6 of 11,,,,,0 of 0,,,,,1 of 2,,,,,7 of 13,,,,,0 of 0,,,,,0 of 0,,,,,L,1996-04-30,1990-05-07,67.0,69.0,27.283243324640477,33.26557013491037,False,http://ufcstats.com/fighter-details/0b362247806341e5|http://ufcstats.com/fighter-details/c0ac37a4a1133da9,0.7477827050997783,False,True,1.2816901408450705,-354.9999999999999,-5.9823268102698925,2.0,28.169014084507047
L,Francis Marshall,Isaac Dulgarian,http://ufcstats.com/fighter-details/5d495dec23d7c68e,http://ufcstats.com/fighter-details/a57cb948c4c70a47,Featherweight Bout,KO/TKO,1,4:48,3 Rnd (5-5-5),Jason Herzog,Elbows to Head From Mount,Fire,The Midwest Choppa,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,,,,,2 of 7,,,,,11 of 16,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,0,,,,,35 of 53,,,,,61 of 83,,,,,1 of 1,,,,,0,,,,,0,,,,,4:18,,,,,0 of 5,,,,,0 of 0,,,,,2 of 2,,,,,2 of 7,,,,,0 of 0,,,,,0 of 0,,,,,32 of 50,,,,,0 of 0,,,,,3 of 3,,,,,3 of 4,,,,,0 of 0,,,,,32 of 49,,,,,L,1999-03-03,1996-07-04,72.0,71.0,24.444033758393395,27.105279369186224,False,http://ufcstats.com/fighter-details/5d495dec23d7c68e|http://ufcstats.com/fighter-details/a57cb948c4c70a47,0.5427435387673957,True,False,1.7692307692307692,-130.0,2.661245610792829,1.0,-100.0
W,Terrance McKinney,Mike Breeden,http://ufcstats.com/fighter-details/809bd1a871491508,http://ufcstats.com/fighter-details/d80ee110748171ac,Lightweight Bout,KO/TKO,1,1:25,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance,T. Wrecks,Money,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,,,,,30 of 47,,,,,30 of 47,,,,,0 of 2,,,,,0,,,,,0,,,,,0:03,,,,,0,,,,,1 of 5,,,,,1 of 5,,,,,0 of 1,,,,,0,,,,,0,,,,,0:00,,,,,23 of 36,,,,,7 of 11,,,,,0 of 0,,,,,16 of 30,,,,,11 of 14,,,,,3 of 3,,,,,0 of 4,,,,,1 of 1,,,,,0 of 0,,,,,1 of 5,,,,,0 of 0,,,,,0 of 0,,,,,W,1994-09-15,1989-04-21,73.0,70.0,28.906822179784662,34.30871270457299,True,http://ufcstats.com/fighter-details/809bd1a871491508|http://ufcstats.com/fighter-details/d80ee110748171ac,0.7095435684647303,True,True,1.350877192982456,-285.00000000000017,5.401890524788328,3.0,35.08771929824559
W,Josh Fremd,Jamie Pickett,http://ufcstats.com/fighter-details/ca43de99b07b6b40,http://ufcstats.com/fighter-details/830f60497fab345a,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 27 - 30. Sal D'amato 27 - 30. Ron McCarthy 27 - 30.,--,The Night Wolf,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,0.0,0.0,,,11 of 29,13 of 31,7 of 20,,,23 of 41,17 of 35,19 of 33,,,0 of 0,0 of 1,0 of 2,,,0,2.0,0.0,,,0,0.0,1.0,,,2:31,1:51,2:53,,,0,0.0,0.0,,,4 of 18,5 of 15,5 of 19,,,8 of 25,7 of 17,11 of 25,,,0 of 0,1 of 1,1 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:28,1:39,0:54,,,2 of 17,7 of 20,2 of 12,,,3 of 5,4 of 7,3 of 6,,,6 of 7,2 of 4,2 of 2,,,9 of 25,7 of 22,6 of 17,,,2 of 4,3 of 4,1 of 3,,,0 of 0,3 of 5,0 of 0,,,0 of 9,1 of 8,3 of 14,,,2 of 7,2 of 4,2 of 5,,,2 of 2,2 of 3,0 of 0,,,3 of 15,5 of 15,3 of 15,,,1 of 3,0 of 0,2 of 4,,,0 of 0,0 of 0,0 of 0,,,W,1994-01-15,1988-08-29,76.0,80.0,29.57213358248287,34.95212085121529,True,http://ufcstats.com/fighter-details/830f60497fab345a|http://ufcstats.com/fighter-details/ca43de99b07b6b40,0.7335423197492164,True,True,1.3076923076923077,-325.0,5.379987268732421,-4.0,30.76923076923077
W,AJ Dobson,Tafon Nchukwi,http://ufcstats.com/fighter-details/009c4420727149ea,http://ufcstats.com/fighter-details/6aae253467e8f9ce,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. Ron McCarthy 28 - 29. Jacob Montalvo 28 - 29.,--,Da Don,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,0.0,0.0,,,34 of 65,28 of 51,5 of 18,,,36 of 69,29 of 53,33 of 54,,,1 of 1,0 of 1,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:13,0:23,3:57,,,0,0.0,0.0,,,24 of 45,26 of 48,3 of 6,,,24 of 45,27 of 49,8 of 12,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,6 of 31,12 of 31,1 of 13,,,10 of 15,2 of 3,0 of 0,,,18 of 19,14 of 17,4 of 5,,,31 of 59,26 of 47,4 of 13,,,0 of 0,2 of 4,0 of 1,,,3 of 6,0 of 0,1 of 4,,,4 of 20,6 of 25,1 of 2,,,7 of 10,5 of 5,0 of 0,,,13 of 15,15 of 18,2 of 4,,,24 of 44,22 of 42,3 of 6,,,0 of 1,4 of 6,0 of 0,,,0 of 0,0 of 0,0 of 0,,,W,1992-01-18,1994-10-14,76.0,77.0,31.565329883570502,28.827422876581995,True,http://ufcstats.com/fighter-details/009c4420727149ea|http://ufcstats.com/fighter-details/6aae253467e8f9ce,0.5720596355604639,False,False,1.6756756756756757,-148.0,2.7379070069885074,1.0,-100.0
L,Polyana Viana,Iasmin Lucindo,http://ufcstats.com/fighter-details/9673a497a9da119a,http://ufcstats.com/fighter-details/abcf2cc6efc42031,Women's Strawweight Bout,Submission,2,3:42,3 Rnd (5-5-5),Chris Tognoni,Arm Triangle From Side Control,Dama de Ferro,--,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,0.0,,,,6 of 12,4 of 13,,,,26 of 43,15 of 25,,,,1 of 3,0 of 0,,,,0,0.0,,,,0,0.0,,,,1:58,0:00,,,,0,0.0,,,,6 of 12,4 of 12,,,,17 of 24,14 of 24,,,,1 of 1,1 of 1,,,,0,1.0,,,,0,0.0,,,,1:21,1:52,,,,2 of 8,0 of 7,,,,2 of 2,2 of 4,,,,2 of 2,2 of 2,,,,6 of 12,4 of 13,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,3 of 9,2 of 9,,,,2 of 2,2 of 3,,,,1 of 1,0 of 0,,,,5 of 9,4 of 12,,,,0 of 0,0 of 0,,,,1 of 3,0 of 0,,,,L,1992-06-14,2002-01-08,67.0,66.0,31.160119646536206,21.591134657111372,False,http://ufcstats.com/fighter-details/9673a497a9da119a|http://ufcstats.com/fighter-details/abcf2cc6efc42031,0.6369041816941222,False,True,1.5050505050505052,-197.99999999999994,9.568984989424834,-1.0,50.50505050505052
W,Khalil Rountree Jr.,Chris Daukaus,http://ufcstats.com/fighter-details/749f572d1d3161fb,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45,Light Heavyweight Bout,KO/TKO,1,2:40,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,--,--,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,1,,,,,16 of 24,,,,,16 of 24,,,,,0 of 0,,,,,0,,,,,0,,,,,0:31,,,,,0,,,,,8 of 21,,,,,14 of 28,,,,,0 of 1,,,,,0,,,,,0,,,,,0:04,,,,,12 of 19,,,,,3 of 4,,,,,1 of 1,,,,,11 of 17,,,,,3 of 4,,,,,2 of 3,,,,,6 of 19,,,,,2 of 2,,,,,0 of 0,,,,,7 of 19,,,,,1 of 2,,,,,0 of 0,,,,,W,1990-02-26,1989-09-25,76.0,76.0,33.457223625399564,33.87886130447579,True,http://ufcstats.com/fighter-details/749f572d1d3161fb|http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45,0.6037569709421778,True,True,1.5882352941176472,-169.99999999999997,0.42163767907622685,0.0,58.82352941176472
W,Chris Duncan,Yanal Ashmouz,http://ufcstats.com/fighter-details/fd406a32a6fb3a29,http://ufcstats.com/fighter-details/c739c2995a275314,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Loic Pora,David Lethaby 27 - 30. Darryl Ransom 27 - 30. Junichiro Kamijo 28 - 29.,The Problem,Red Fox,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,0.0,0.0,,,19 of 60,26 of 60,40 of 86,,,19 of 60,26 of 60,42 of 89,,,1 of 1,0 of 1,1 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:06,0:02,0:40,,,0,0.0,0.0,,,9 of 28,14 of 36,12 of 34,,,9 of 28,14 of 36,13 of 36,,,0 of 1,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,11 of 46,12 of 41,31 of 74,,,2 of 5,12 of 14,9 of 11,,,6 of 9,2 of 5,0 of 1,,,19 of 60,26 of 60,37 of 80,,,0 of 0,0 of 0,3 of 6,,,0 of 0,0 of 0,0 of 0,,,4 of 20,6 of 26,5 of 22,,,2 of 5,3 of 5,3 of 4,,,3 of 3,5 of 5,4 of 8,,,8 of 27,14 of 35,12 of 34,,,1 of 1,0 of 1,0 of 0,,,0 of 0,0 of 0,0 of 0,,,W,1993-05-10,1995-03-31,71.0,68.0,30.199114287083237,28.309958452261167,True,http://ufcstats.com/fighter-details/c739c2995a275314|http://ufcstats.com/fighter-details/fd406a32a6fb3a29,0.5620437956204379,True,True,1.7142857142857144,-139.99999999999997,-1.8891558348220698,3.0,71.42857142857144
W,Cub Swanson,Hakeem Dawodu,http://ufcstats.com/fighter-details/d247691a6c0e9034,http://ufcstats.com/fighter-details/2c9d00968f818270,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 28 - 29. Ron McCarthy 28 - 29. Jacob Montalvo 28 - 29.,--,Mean,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,0.0,0.0,,,23 of 42,28 of 51,26 of 63,,,23 of 42,52 of 79,32 of 74,,,0 of 0,0 of 0,1 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:04,1:21,,,0,0.0,0.0,,,29 of 56,29 of 55,37 of 65,,,29 of 56,48 of 86,52 of 82,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,1.0,,,0:00,2:20,0:50,,,11 of 25,19 of 42,11 of 45,,,8 of 10,8 of 8,11 of 13,,,4 of 7,1 of 1,4 of 5,,,23 of 42,18 of 39,18 of 54,,,0 of 0,10 of 12,8 of 9,,,0 of 0,0 of 0,0 of 0,,,9 of 28,13 of 33,19 of 43,,,8 of 9,10 of 13,11 of 15,,,12 of 19,6 of 9,7 of 7,,,29 of 56,20 of 44,30 of 58,,,0 of 0,9 of 11,7 of 7,,,0 of 0,0 of 0,0 of 0,,,W,1983-11-02,1991-07-02,70.0,73.0,39.77631299752904,32.112911284968206,True,http://ufcstats.com/fighter-details/2c9d00968f818270|http://ufcstats.com/fighter-details/d247691a6c0e9034,0.7220792588780236,False,False,1.3278688524590163,-305.00000000000006,7.663401712560834,3.0,-100.0
W,Ketlen Vieira,Pannie Kianzad,http://ufcstats.com/fighter-details/b9706f80d005036c,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Ben Cartlidge 28 - 29. Cezary Wojciechowski 28 - 29.,Fenomeno,Banzai,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,0.0,0.0,,,5 of 15,7 of 13,3 of 5,,,23 of 40,25 of 34,17 of 29,,,1 of 1,1 of 1,1 of 1,,,0,2.0,1.0,,,0,0.0,0.0,,,3:53,4:18,2:38,,,0,0.0,0.0,,,4 of 16,4 of 9,14 of 26,,,7 of 19,15 of 21,70 of 104,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,1.0,,,0:00,0:00,2:11,,,4 of 14,7 of 13,2 of 4,,,0 of 0,0 of 0,1 of 1,,,1 of 1,0 of 0,0 of 0,,,4 of 14,4 of 10,0 of 1,,,0 of 0,0 of 0,1 of 2,,,1 of 1,3 of 3,2 of 2,,,2 of 13,3 of 8,12 of 24,,,1 of 2,0 of 0,2 of 2,,,1 of 1,1 of 1,0 of 0,,,4 of 16,4 of 9,2 of 5,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,12 of 21,,,W,1991-08-26,1991-12-08,68.0,66.0,31.904830352437077,31.620088023710274,True,http://ufcstats.com/fighter-details/91dac5e69e28d5b5|http://ufcstats.com/fighter-details/b9706f80d005036c,0.5882115462252725,True,True,1.6451612903225803,-155.00000000000009,-0.2847423287268036,2.0,64.51612903225804
L,Marc Diakiese,Joel Alvarez,http://ufcstats.com/fighter-details/32c355b04fc57f3a,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,Lightweight Bout,Submission,2,4:26,3 Rnd (5-5-5),Daniel Movahedi,D'Arce Choke From Side Control,Bonecrusher,El Fenomeno,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,0.0,,,,19 of 42,1 of 4,,,,20 of 47,9 of 13,,,,0 of 0,2 of 3,,,,0,0.0,,,,0,0.0,,,,0:14,2:55,,,,0,0.0,,,,31 of 62,11 of 13,,,,31 of 62,33 of 36,,,,0 of 1,0 of 0,,,,0,1.0,,,,0,0.0,,,,0:28,0:58,,,,7 of 22,1 of 3,,,,6 of 11,0 of 0,,,,6 of 9,0 of 1,,,,19 of 42,1 of 4,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,15 of 42,5 of 7,,,,7 of 11,5 of 5,,,,9 of 9,1 of 1,,,,31 of 62,6 of 8,,,,0 of 0,2 of 2,,,,0 of 0,3 of 3,,,,L,1993-03-16,1993-03-02,73.0,77.0,30.349699172467606,30.388029870565447,False,http://ufcstats.com/fighter-details/32c355b04fc57f3a|http://ufcstats.com/fighter-details/58bbef3770bb2dfc,0.6301020408163267,False,True,1.526315789473684,-190.00000000000006,-0.038330698097841065,4.0,52.63157894736841
W,Mick Parkin,Jamal Pogues,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71,http://ufcstats.com/fighter-details/f41b9f5efc7162d6,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Loic Pora,Mike Bell 27 - 30. Darryl Ransom 27 - 30. Clemens Werner 27 - 30.,--,--,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,0.0,0.0,,,32 of 50,19 of 34,44 of 72,,,32 of 50,22 of 37,44 of 72,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,21 of 79,7 of 30,8 of 26,,,22 of 80,7 of 30,8 of 26,,,0 of 1,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:16,0:56,0:05,,,12 of 30,5 of 17,20 of 47,,,2 of 2,3 of 6,11 of 12,,,18 of 18,11 of 11,13 of 13,,,32 of 48,17 of 32,43 of 71,,,0 of 2,2 of 2,1 of 1,,,0 of 0,0 of 0,0 of 0,,,13 of 71,5 of 27,4 of 21,,,1 of 1,1 of 2,2 of 3,,,7 of 7,1 of 1,2 of 2,,,20 of 78,6 of 28,8 of 26,,,1 of 1,1 of 2,0 of 0,,,0 of 0,0 of 0,0 of 0,,,W,1995-10-02,1995-12-01,79.0,77.0,27.803445655968293,27.639171235548986,True,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71|http://ufcstats.com/fighter-details/f41b9f5efc7162d6,0.5798319327731093,False,False,1.6666666666666663,-150.00000000000009,0.16427442041930718,-2.0,-100.0
W,Makhmud Muradov,Bryan Barberena,http://ufcstats.com/fighter-details/ea7e5bc78d9de658,http://ufcstats.com/fighter-details/a331233f597090a5,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Junichiro Kamijo 27 - 30. David Lethaby 27 - 30. Anders Ohlsson 27 - 30.,--,Bam Bam,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,1.0,1.0,,,9 of 22,16 of 28,29 of 47,,,16 of 30,21 of 34,31 of 50,,,3 of 4,6 of 6,4 of 6,,,0,0.0,0.0,,,0,0.0,0.0,,,2:34,1:53,0:43,,,0,0.0,0.0,,,6 of 22,8 of 22,14 of 37,,,28 of 46,30 of 45,23 of 47,,,0 of 0,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:02,,,4 of 14,15 of 26,20 of 37,,,5 of 8,1 of 2,9 of 10,,,0 of 0,0 of 0,0 of 0,,,7 of 17,15 of 25,24 of 37,,,1 of 4,0 of 0,4 of 7,,,1 of 1,1 of 3,1 of 3,,,1 of 13,4 of 15,8 of 28,,,1 of 1,0 of 0,1 of 3,,,4 of 8,4 of 7,5 of 6,,,6 of 21,7 of 21,14 of 37,,,0 of 1,1 of 1,0 of 0,,,0 of 0,0 of 0,0 of 0,,,W,1990-02-08,1989-05-03,75.0,72.0,33.4490099043786,34.218361773342366,True,http://ufcstats.com/fighter-details/a331233f597090a5|http://ufcstats.com/fighter-details/ea7e5bc78d9de658,0.7388632872503841,True,True,1.3076923076923077,-325.0,0.7693518689637671,3.0,30.76923076923077
